strain	date	location	subclade_membership	clade_membership	country	database	region	accession	author
GS_00A47PW.1	2023-12-29		D.4	5a.2a.1	USA			GS_00A47PW.1	Carpenter-Azevedo, K.; Sierra-Patev, S.; Gosselin, G.; Sowa, C.; Huard, R.
GS_00AHBDL.1	2024-05-30		D.4	5a.2a.1	USA			GS_00AHBDL.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A06XP.1	2024-01-02		D.4	5a.2a.1	USA			GS_00A06XP.1	Lauring, A. S.; Papalambros, L. K.
GS_00A61XG.1	2024-02-15		D.4	5a.2a.1	USA			GS_00A61XG.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A9ZWE.1	2024-03-17		D.4	5a.2a.1	USA			GS_00A9ZWE.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009YMQS.1	2023-12-21		D.4	5a.2a.1	USA			GS_009YMQS.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00A5434.1	2023-12-11		D.4	5a.2a.1	USA			GS_00A5434.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009X993.1	2023-12-21		D.4	5a.2a.1	USA			GS_009X993.1	Lauring, A. S.; Papalambros, L. K.
GS_00AM1RX.1	2024-02-25		D.4	5a.2a.1	USA			GS_00AM1RX.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009ZMY8.1	2023-12-18		D.4	5a.2a.1	USA			GS_009ZMY8.1	Lauring, A. S.; Papalambros, L. K.
GS_00AH368.1	2024-03-06		D.4	5a.2a.1	USA			GS_00AH368.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A5ZTU.1	2024-01-12		D.4	5a.2a.1	USA			GS_00A5ZTU.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A0DEH.1	2024-01-08		D.4	5a.2a.1	USA			GS_00A0DEH.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00AH42F.1	2024-03-05		D.4	5a.2a.1	USA			GS_00AH42F.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A5UKF.1	2024-03-11		D.4	5a.2a.1	USA			GS_00A5UKF.1	Lauring, A. S.; Papalambros, L. K.
GS_00AGUHX.1	2024-05-05		D.4	5a.2a.1	USA			GS_00AGUHX.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AH756.1	2024-03-18		D.4	5a.2a.1	USA			GS_00AH756.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00ABL56.1	2024-04-08		D.4	5a.2a.1	USA			GS_00ABL56.1	Lauring, A. S.; Papalambros, L. K.
GS_00A35K8.1	2024-01-31		D.4	5a.2a.1	USA			GS_00A35K8.1	Lauring, A. S.; Papalambros, L. K.
GS_00A62VK.1	2024-02-01		D.4	5a.2a.1	USA			GS_00A62VK.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AKVS5.1	2024-02-15		D.4	5a.2a.1	USA			GS_00AKVS5.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A5WKD.1	2024-03-04		D.4	5a.2a.1	USA			GS_00A5WKD.1	Lauring, A. S.; Papalambros, L. K.
GS_00A9R39.1	2024-03-09		D.4	5a.2a.1	USA			GS_00A9R39.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AH53C.1	2024-04-04		D.4	5a.2a.1	USA			GS_00AH53C.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A4SA4.1	2024-01-31		D.4	5a.2a.1	USA			GS_00A4SA4.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A2LZ1.1	2024-02-19		D.4	5a.2a.1	USA			GS_00A2LZ1.1	Lauring, A. S.; Papalambros, L. K.
GS_00A9VZC.1	2024-02-04		D.4	5a.2a.1	USA			GS_00A9VZC.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009W4S9.1	2024-03-14		D	5a.2a.1	Switzerland			GS_009W4S9.1	
GS_00A47RS.1	2023-12-31		D	5a.2a.1	USA			GS_00A47RS.1	Carpenter-Azevedo, K.; Sierra-Patev, S.; Gosselin, G.; Sowa, C.; Huard, R.
GS_00A60TR.1	2024-01-01		D	5a.2a.1	USA			GS_00A60TR.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A617X.1	2024-01-29		D	5a.2a.1	USA			GS_00A617X.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A50HD.1	2024-01-29		D	5a.2a.1	USA			GS_00A50HD.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AKX3G.1	2024-01-26		D	5a.2a.1	USA			GS_00AKX3G.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AKX2J.1	2024-01-21		D	5a.2a.1	USA			GS_00AKX2J.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A250F.1	2024-02-28		D	5a.2a.1	Germany			GS_00A250F.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00A26AU.1	2024-02-27		D	5a.2a.1	Germany			GS_00A26AU.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00A2464.1	2024-02-27		D	5a.2a.1	Germany			GS_00A2464.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00A26EL.1	2024-02-27		D	5a.2a.1	Germany			GS_00A26EL.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00A26BS.1	2024-02-27		D	5a.2a.1	Germany			GS_00A26BS.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00A26CQ.1	2024-02-27		D	5a.2a.1	Germany			GS_00A26CQ.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00A26FJ.1	2024-02-28		D	5a.2a.1	Germany			GS_00A26FJ.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00A24ZH.1	2024-02-27		D	5a.2a.1	Germany			GS_00A24ZH.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00A24YK.1	2024-02-27		D	5a.2a.1	Germany			GS_00A24YK.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00A9RXL.1	2024-02-21		D	5a.2a.1	USA			GS_00A9RXL.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AKV7A.1	2024-02-24		D	5a.2a.1	USA			GS_00AKV7A.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009ZQ7N.1	2023-12-31		D	5a.2a.1	USA			GS_009ZQ7N.1	Lauring, A. S.; Papalambros, L. K.
GS_00A5UFQ.1	2024-03-10		D	5a.2a.1	USA			GS_00A5UFQ.1	Lauring, A. S.; Papalambros, L. K.
GS_009YR9K.1	2023-12-26		D	5a.2a.1	USA			GS_009YR9K.1	Lauring, A. S.; Papalambros, L. K.
GS_00ABMSW.1	2024-04-10		D	5a.2a.1	USA			GS_00ABMSW.1	Lauring, A. S.; Papalambros, L. K.
GS_00A61BP.1	2024-02-13		D	5a.2a.1	USA			GS_00A61BP.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
m2-VA9Yi5	2024-01-10	BS	D	5a.2a.1	Switzerland	ReVSeq	Europe	m2-VA9Yi5	
GS_00A2XJL.1	2024-01-01		D	5a.2a.1	Peru			GS_00A2XJL.1	Meza, E.; Cuicapuza, D.; Martinez-Ventura, A.; Ayzanoa, B.; Zamudio, C.; Avendano, C.; Sobolik, E.; Greninger, A.; Tsukayama, P.
GS_00AH3VV.1	2024-03-04		D	5a.2a.1	USA			GS_00AH3VV.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A2Y86.1	2024-01-01		D	5a.2a.1	Peru			GS_00A2Y86.1	Meza, E.; Cuicapuza, D.; Martinez-Ventura, A.; Ayzanoa, B.; Zamudio, C.; Avendano, C.; Sobolik, E.; Greninger, A.; Tsukayama, P.
GS_00A2Y5C.1	2024-01-01		D	5a.2a.1	Peru			GS_00A2Y5C.1	Meza, E.; Cuicapuza, D.; Martinez-Ventura, A.; Ayzanoa, B.; Zamudio, C.; Avendano, C.; Sobolik, E.; Greninger, A.; Tsukayama, P.
GS_00A485Y.1	2023-12-26		D	5a.2a.1	USA			GS_00A485Y.1	Carpenter-Azevedo, K.; Sierra-Patev, S.; Gosselin, G.; Sowa, C.; Huard, R.
GS_00A46H9.1	2023-12-13		D	5a.2a.1	USA			GS_00A46H9.1	Carpenter-Azevedo, K.; Sierra-Patev, S.; Gosselin, G.; Sowa, C.; Huard, R.
GS_00A2GLX.1	2024-02-17		D	5a.2a.1	USA			GS_00A2GLX.1	Lauring, A. S.; Papalambros, L. K.
GS_00ABFDV.1	2024-03-05		D	5a.2a.1	USA			GS_00ABFDV.1	Lauring, A. S.; Papalambros, L. K.
GS_00A5W82.1	2024-02-23		D	5a.2a.1	USA			GS_00A5W82.1	Lauring, A. S.; Papalambros, L. K.
GS_00A7TP4.1	2024-03-27		D	5a.2a.1	USA			GS_00A7TP4.1	Lauring, A. S.; Papalambros, L. K.
GS_00A7YVM.1	2024-03-16		D	5a.2a.1	USA			GS_00A7YVM.1	Lauring, A. S.; Papalambros, L. K.
GS_00A38TP.1	2024-02-29		D	5a.2a.1	USA			GS_00A38TP.1	Lauring, A. S.; Papalambros, L. K.
GS_00A0U0W.1	2024-01-28		D	5a.2a.1	USA			GS_00A0U0W.1	Lauring, A. S.; Papalambros, L. K.
GS_00A1SYZ.1	2024-01-28		D	5a.2a.1	USA			GS_00A1SYZ.1	Lauring, A. S.; Papalambros, L. K.
GS_00A9THC.1	2024-01-28		D	5a.2a.1	USA			GS_00A9THC.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A59NU.1	2023-11-28		D	5a.2a.1	USA			GS_00A59NU.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AKX78.1	2024-02-02		D	5a.2a.1	USA			GS_00AKX78.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A4SB2.1	2024-01-30		D	5a.2a.1	USA			GS_00A4SB2.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A64EE.1	2024-01-28		D	5a.2a.1	USA			GS_00A64EE.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A2KAF.1	2024-01-30		D	5a.2a.1	USA			GS_00A2KAF.1	Lauring, A. S.; Papalambros, L. K.
GS_00AKV6C.1	2024-02-22		D	5a.2a.1	USA			GS_00AKV6C.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A63PW.1	2024-01-08		D	5a.2a.1	USA			GS_00A63PW.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AKX5C.1	2024-02-10		D	5a.2a.1	USA			GS_00AKX5C.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A7VL8.1	2024-02-21		D	5a.2a.1	USA			GS_00A7VL8.1	Lauring, A. S.; Papalambros, L. K.
GS_009Y6KH.1	2023-12-07		D	5a.2a.1	Germany			GS_009Y6KH.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00AH6P4.1	2024-03-05		D	5a.2a.1	USA			GS_00AH6P4.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AGX3P.1	2024-04-08		D	5a.2a.1	USA			GS_00AGX3P.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A57PU.1	2024-01-11		D	5a.2a.1	USA			GS_00A57PU.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A2R4M.1	2024-02-12		D	5a.2a.1	USA			GS_00A2R4M.1	Lauring, A. S.; Papalambros, L. K.
GS_00A9TAT.1	2024-02-25		D	5a.2a.1	USA			GS_00A9TAT.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A5YSX.1	2024-02-13		D	5a.2a.1	USA			GS_00A5YSX.1	Lauring, A. S.; Papalambros, L. K.
GS_009Y6UZ.1	2023-12-04		D	5a.2a.1	Germany			GS_009Y6UZ.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00AF0HT.1	2024-04-15		D	5a.2a.1	USA			GS_00AF0HT.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A1W7C.1	2024-01-24		D	5a.2a.1	USA			GS_00A1W7C.1	Lauring, A. S.; Papalambros, L. K.
GS_00A3850.1	2024-02-15		D	5a.2a.1	USA			GS_00A3850.1	Lauring, A. S.; Papalambros, L. K.
GS_009XNWF.1	2023-12-12		D	5a.2a.1	USA			GS_009XNWF.1	Lauring, A. S.; Papalambros, L. K.
GS_00AH98Y.1	2024-02-24		D	5a.2a.1	USA			GS_00AH98Y.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009XRZ6.1	2024-01-05		D	5a.2a.1	USA			GS_009XRZ6.1	Lauring, A. S.; Papalambros, L. K.
GS_009W3FZ.1	2024-05-06		D	5a.2a.1	Switzerland			GS_009W3FZ.1	
GS_00A4H4R.1	2024-02-28		D	5a.2a.1	USA			GS_00A4H4R.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_009YRF7.1	2023-12-26		D	5a.2a.1	USA			GS_009YRF7.1	Lauring, A. S.; Papalambros, L. K.
GS_00A0EPX.1	2024-01-03		D	5a.2a.1	USA			GS_00A0EPX.1	Lauring, A. S.; Papalambros, L. K.
GS_00A2T3M.1	2024-02-23		D	5a.2a.1	USA			GS_00A2T3M.1	Lauring, A. S.; Papalambros, L. K.
GS_00A0HDF.1	2024-01-05		D	5a.2a.1	USA			GS_00A0HDF.1	Lauring, A. S.; Papalambros, L. K.
GS_00A1VRA.1	2024-01-18		D	5a.2a.1	USA			GS_00A1VRA.1	Lauring, A. S.; Papalambros, L. K.
GS_00AH1NB.1	2024-02-08		D	5a.2a.1	USA			GS_00AH1NB.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A0DDK.1	2024-01-18		D	5a.2a.1	USA			GS_00A0DDK.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00A9SCQ.1	2024-02-21		D	5a.2a.1	USA			GS_00A9SCQ.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A4832.1	2023-12-07		D	5a.2a.1	USA			GS_00A4832.1	Carpenter-Azevedo, K.; Sierra-Patev, S.; Gosselin, G.; Sowa, C.; Huard, R.
GS_00A9QBU.1	2024-01-10		D	5a.2a.1	USA			GS_00A9QBU.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A0WU5.1	2024-02-07		D	5a.2a.1	USA			GS_00A0WU5.1	Lauring, A. S.; Papalambros, L. K.
GS_00A60PZ.1	2023-12-12		D	5a.2a.1	USA			GS_00A60PZ.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00ABGGN.1	2024-04-21		D	5a.2a.1	USA			GS_00ABGGN.1	Lauring, A. S.; Papalambros, L. K.
GS_00A4JLR.1	2024-03-04		D	5a.2a.1	USA			GS_00A4JLR.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00A03HL.1	2023-11-29		D	5a.2a.1	USA			GS_00A03HL.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A4XR2.1	2023-11-29		D	5a.2a.1	USA			GS_00A4XR2.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AGYV3.1	2024-03-24		D	5a.2a.1	USA			GS_00AGYV3.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AH3N9.1	2024-03-15		D	5a.2a.1	USA			GS_00AH3N9.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
m2-qeHUBn	2024-04-11	BL	D	5a.2a.1	Switzerland	ReVSeq	Europe	m2-qeHUBn	
GS_00ALUNC.1	2024-02-13		D	5a.2a.1	USA			GS_00ALUNC.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A3454.1	2024-02-13		D	5a.2a.1	USA			GS_00A3454.1	Lauring, A. S.; Papalambros, L. K.
GS_00AH0LG.1	2024-03-04		D	5a.2a.1	USA			GS_00AH0LG.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AGU5N.1	2024-03-24		D	5a.2a.1	USA			GS_00AGU5N.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AGU6L.1	2024-03-24		D	5a.2a.1	USA			GS_00AGU6L.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
