strain	date	country	region	location	clade_membership	author	accession	database
A19160811	2023-11-22	Ireland	Europe		A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969956	
A19160800	2023-11-16	Ireland	Europe		A.D.1.4	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969984	
RSVLO760	2022-09-01	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348960	
RSVLO766	2022-09-27	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348963	
RSVLO765	2022-09-27	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348962	
RSVLO862	2022-09-27	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349019	
RSV-A/human/USA/MA-Broad_BWH-19942/2023	2023-10-02	USA	North America		A.D.1	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178270	
2312V040309	2023-12-04	France	Europe		A.D.1	Caillault,A.,Fourati,S.	PQ899877	
012-0004	2023-12-19	France	Europe		A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ762769	
2401V120102	2024-01-11	France	Europe		A.D.1	Caillault,A.,Fourati,S.	PQ899850	
2401V030035	2024-02-02	France	Europe		A.D.1	Caillault,A.,Fourati,S.	PQ899926	
018-0002	2023-11-20	France	Europe		A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ762801	
011-0049	2023-12-20	France	Europe		A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ763064	
2310V290002	2023-10-28	France	Europe		A.D.1	Caillault,A.,Fourati,S.	PQ899862	
2312V080145	2023-12-08	France	Europe		A.D.1	Caillault,A.,Fourati,S.	PQ899888	
006-0027	2023-12-05	France	Europe		A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ737349	
006-0010	2023-12-05	France	Europe		A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ762626	
HRSV/A/Japan/23RS032iso/2024	2024-04-02	Japan	Asia		A.D.1	Ichikawa,Y.,Saito,R.	LC862016	
011-0009	2023-11-24	France	Europe		A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ762726	
025-0016	2023-12-22	France	Europe		A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ763112	
011-0002	2023-10-31	France	Europe		A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ762721	
011-0034	2023-10-30	France	Europe		A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ762749	
013-0026	2024-01-06	France	Europe		A.D.1	Fourati,S.,Rameix Welti,M.-A.	PQ763071	
NIN-445	2021-10-16	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348850	
2021-R1859	2021-12-20	China	Asia		A.D.1	Wei,X.,Wang,L.,Li,M.,Qi,J.,Kang,L.,Hu,G.,Gong,C.,Wang,C.,Wang,Y.,Huang,F.,Gao,G.F.	PP974152	
2021-09R0322	2021-12-12	China	Asia		A.D.1	Wei,X.,Wang,L.,Li,M.,Qi,J.,Kang,L.,Hu,G.,Gong,C.,Wang,C.,Wang,Y.,Huang,F.,Gao,G.F.	PP974153	
RSVA/human/USA/TX-USAFSAM-R00047/2022	2022-12-20	USA	North America		A.D.1.7	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681270	
RSV-A/human/USA/WA-S23813/2023	2023-01-30	USA	North America	King County WA	A.D.1.7	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522526	
RSV-A/human/USA/WA-S23814/2023	2023-02-01	USA	North America	King County WA	A.D.1.7	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522527	
RSV/Human/USA/MA-Broad_MGB-13705/2022	2022-11-03	USA	North America		A.D.1.7	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024152	
hRSV-A-W13K20X6	2022-09-28	USA	North America		A.D.1.7	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872616	
RSV-A/human/USA/OR-S23760/2022	2022-11-06	USA	North America	Washington County OR	A.D.1.7	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522473	
PP352338	2022-10-18	USA	North America		A.D.1.7	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352338	
MN-MDH-RSVA-00598	2024-01-16	USA	North America		A.D.1.7	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP910758	
007-0081	2024-01-15	France	Europe		A.D.1.7	Fourati,S.,Rameix Welti,M.-A.	PQ762661	
007-0011	2023-11-13	France	Europe		A.D.1.7	Fourati,S.,Rameix Welti,M.-A.	PQ737357	
007-0002	2023-11-13	France	Europe		A.D.1.7	Fourati,S.,Rameix Welti,M.-A.	PQ762634	
RSVA/human/USA/OK-USAFSAM-R00060/2023	2023-01-10	USA	North America		A.D.1.7	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681280	
RSVA/human/USA/OK-USAFSAM-R00030/2022	2022-12-13	USA	North America		A.D.1.7	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681260	
PP203260	2022-09-04	USA	North America		A.D.1.7	Goya,S.,Wendm,S.,Sereewit,J.,Shankar,R.,Kim,D.Y.,Greninger,A.L.	PP203260	
RSV-A/human/USA/WA-S25721/2022	2022-11-24	USA	North America	King County WA	A.D.1.7	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638672	
RSV/Human/USA/MA-Broad_MGB-13770/2022	2022-10-23	USA	North America		A.D.1.7	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ171897	
RSV/Human/USA/MA-Broad_MGB-13794/2022	2022-07-01	USA	North America		A.D.1.7	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ171931	
ASU102717	2022-12-01	USA	North America		A.D.1.7	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143183	
ASU102741	2022-12-06	USA	North America		A.D.1.7	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143198	
RSV/Human/USA/MA-Broad_MGB-13802/2022	2022-07-13	USA	North America		A.D.1.7	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ171911	
RSV/Human/USA/MA-Broad_MGB-13728/2022	2022-11-14	USA	North America		A.D.1.7	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024154	
RSV/Human/USA/MA-Broad_MGB-13758/2022	2022-10-26	USA	North America		A.D.1.7	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ171926	
hRSV/A/Panama/ICGES-24/2022	2022-09-20	Panama	North America		A.D.1.7	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618041	
hRSV/A/Panama/ICGES-57/2022	2022-10-31	Panama	North America		A.D.1.7	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618040	
hRSV-A-W13J75Q6	2022-06-21	USA	North America		A.D.1.7	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872619	
RSV/Human/USA/MA-Broad_MGB-13704/2022	2022-11-03	USA	North America		A.D.1.7	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024148	
RSV/Human/USA/MA-Broad_MGB-13732/2022	2022-11-14	USA	North America		A.D.1.7	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024124	
RSV-A/human/USA/WA-S24020/2022	2022-10-02	USA	North America	King County WA	A.D.1.7	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR601470	
hRSV/A/Panama/ICGES-359/2023	2023-12-23	Panama	North America		A.D.1.7	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618039	
hRSV/A/Germany/21-06625/2021	2021-09-06	Germany	Europe		A.D.1	Kondgen,S.,Reiche,J.	OR795415	
hRSV/A/Germany/22-01741/2021	2021-11-19	Germany	Europe		A.D.1	Kondgen,S.,Reiche,J.	OR795455	
hRSV/A/Germany/22-00946/2021	2021-10-26	Germany	Europe		A.D.1	Kondgen,S.,Reiche,J.	OR795441	
DW-RAT-118	2022-01-14	Australia	Oceania		A.D.1	Steinig JOACHIM,E.	OY757618	
DW-RAT-005	2022-01-14	Australia	Oceania		A.D.1	Steinig JOACHIM,E.	OY757740	
NIN-534	2022-10-12	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348879	
A18321052	2022-11-03	Ireland	Europe		A.D.1	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970056	
A18321035	2022-10-11	Ireland	Europe		A.D.1	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970048	
A18321036	2022-10-11	Ireland	Europe		A.D.1	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970049	
RSVLO793	2022-04-28	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348967	
RSVLO817	2022-08-01	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349012	
RSVLO808	2022-07-16	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349007	
RSVLO848	2022-09-18	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349018	
RSVLO562	2022-03-18	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348999	
RSVLO574	2022-05-17	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349001	
A18321015	2022-09-10	Ireland	Europe		A.D.1	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969950	
RSVLO805	2022-07-13	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349005	
RSVLO783	2022-06-01	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348965	
RSVLO813	2022-07-26	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349010	
RSVLO761	2022-08-12	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348961	
RSVLO803	2022-07-11	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349004	
RSVLO812	2022-07-22	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349009	
RSVLO838	2022-09-05	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349017	
RSVLO806	2022-07-13	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349006	
RSVLO826	2022-08-09	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349015	
RSVLO822	2022-08-04	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349013	
RSVLO825	2022-08-08	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349014	
RSVLO417	2021-09-04	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348990	
RSVLO461	2021-09-20	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348993	
RSVLO407	2021-08-30	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348800	
RSVLO411	2021-09-03	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348801	
RSVLO416	2021-09-06	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348804	
RSVLO399	2021-08-08	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348797	
A18321086	2022-12-08	Ireland	Europe		A.D.1	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970058	
NIN-447	2021-10-16	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348851	
NIN-450	2021-09-09	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348852	
RSVLO422	2021-09-08	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348806	
RSVLO482	2021-09-22	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348995	
RSVLO419	2021-09-07	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348805	
hRSV-A-HS15883	2022-10-21	USA	North America		A.D.1	Lauring,A.S.,Papalambros,L.K.	PP903821	
hRSV-A-HS15892	2022-10-21	USA	North America		A.D.1	Lauring,A.S.,Papalambros,L.K.	PP903827	
NIN-433	2021-10-21	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348848	
RSVLO543	2021-10-21	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348998	
RSVLO510	2021-09-29	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348817	
NIN-458	2021-10-30	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348856	
RSVLO414	2021-09-06	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348776	
RSVLO412	2021-09-05	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348802	
RSVLO810	2022-07-19	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349008	
A18321041	2022-10-17	Ireland	Europe		A.D.1	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970051	
A18321043	2022-10-19	Ireland	Europe		A.D.1	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970052	
A18321088	2022-11-17	Ireland	Europe		A.D.1	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970008	
A18321047	2022-10-30	Ireland	Europe		A.D.1	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970054	
RSVLO541	2021-10-18	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348823	
NIN-460	2021-11-03	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348857	
NIN-461	2021-11-07	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348858	
RSVLO540	2021-10-18	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348822	
RSVLO537	2021-10-13	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348997	
RSVLO389	2021-08-02	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348795	
RSVLO401	2021-08-08	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348799	
NIN-431	2021-10-19	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348847	
RSVLO406	2021-08-29	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348989	
RSVLO420	2021-09-08	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348991	
RSVLO504	2021-09-27	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348996	
NIN-452	2021-10-19	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348853	
NIN-455	2021-10-22	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348855	
NIN-435	2021-10-25	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348849	
NIN-490	2022-09-09	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348869	
NIN-473	2022-08-27	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348862	
RSVLO1005	2022-11-21	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349022	
NIN-537	2022-10-16	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348882	
NIN-472	2022-08-28	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348861	
NIN-478	2022-08-14	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348864	
NIN-466	2022-07-26	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348859	
NIN-523	2022-10-03	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348875	
NIN-539	2022-10-17	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348883	
NIN-489	2022-09-09	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348868	
NIN-524	2022-10-04	United Kingdom	Europe		A.D.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348876	
