strain	filter	kwargs
EF525625	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JQ993439	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB298416	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
LC192210	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ312447	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HV986858	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ229713	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC795632	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB518453	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HV988733	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ225251	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KT371630	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY216971	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MH215634	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MH482705	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HV988719	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243252	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JN167036	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB518431	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KX829100	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB518467	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY294891	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HV986965	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ453038	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY327804	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DM090738	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MZ215807	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC731499	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
GU048725	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KU320926	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB518458	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC351123	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JN166992	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
ON461576	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AF371330	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC795658	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC709691	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN617685	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB533236	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MH215622	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KX829148	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF521696	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OR135601	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ229767	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HQ456618	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EU127922	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HQ262559	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MH447846	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ229797	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
ON461532	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF088284	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC351138	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OQ383083	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HQ864303	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
LC192251	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF571503	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JQ317196	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HQ456564	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KT371658	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HW270056	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HV988779	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY574241	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JQ317192	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
PP437179	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KT371639	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY296015	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB548244	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN617403	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF462606	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF462404	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF549646	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JF723504	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF462420	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN178617	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN617603	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ855632	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HQ456628	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY550171	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN944094	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
LC466039	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KT191359	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN617627	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF409369	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
FJ188476	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MH918046	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KU320948	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY728297	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB548233	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY632580	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
